Student_ID,Gender,Math_Score,English_Score,Science_Score,Attendance
S1038,Male,55.403298761202244,52.42750143748216,73.92829099434002,85.85231885498285
S1039,Female,61.71813951101569,72.69342182271967,77.79540550246405,80.18633717357694
S1040,Female,76.96861235869123,82.56517963134586,63.847392760887054,83.96694360151977
S1041,Female,82.3846657999541,90.20713229749443,72.44229495128754,88.05108084794611
S1042,Male,76.7136828118997,64.49338884557272,74.72574049509517,85.78486480484217
S1043,Male,73.8435171761176,82.94417000117555,73.80729281652326,82.06734365218033
S1044,Male,71.98896304410711,69.53789836599151,79.21883897626978,86.12108202145396
S1045,Female,60.214780096325725,67.92847240071016,71.4206405409424,88.57304895318309
S1046,Male,67.80155791605291,80.60391924984006,86.96824533859578,74.75029360711261
S1047,Female,70.39361229040213,77.82787454096103,78.00165651934557,90.79537032477948
S1048,Male,85.57122226218915,51.08329411618901,77.92559743089109,83.31872630659464
S1049,Male,78.43618289568461,87.71848419671075,75.37684226789666,87.12744966620116
S1050,Female,57.36959844637266,86.56109624976942,79.24152547087184,90.98623461822613
S1051,Female,78.24083969394795,62.49324758188565,84.60078611734107,78.14163151384767
S1052,Male,71.14917719583684,74.7496424012489,71.06295827431279,81.45279498786226
S1053,Male,68.23077999694041,75.92836223539287,72.73506808739795,83.55725652062148
S1054,Male,81.11676288840867,73.12808518988689,75.57019176978669,81.08123239437786
S1055,Female,85.30999522495951,63.396338153854956,67.23303261221429,93.67468287918405
S1056,Female,84.31280119116198,61.940519584743384,71.44593712222802,80.71613953086603
S1057,Male,66.60782476777362,69.69335114810265,74.19023301164273,82.22226610256567
S1058,Male,71.90787624148786,84.07274823111237,84.99511344570182,86.02194515801489
S1059,Female,78.31263431403563,76.52320185513318,80.1004906320154,78.98925236961955
S1060,Male,84.75545127122359,65.55262801496673,79.54871929094035,83.02159644121868
S1061,Female,70.2082576215471,79.26038452778013,84.80718369734377,86.58726630625088
S1062,Female,73.14341023336183,35.817488552439094,76.90102569280482,83.33569797808744
S1063,Female,63.93665025993972,83.78518840446525,81.12371879943112,84.53306570550026
S1064,Female,63.037933759193294,49.1234346546628,77.17422597654003,82.35333943775815
S1065,Female,83.12525822394198,65.65070870316241,80.12289879519703,77.42764845409616
S1066,Female,88.56240028570824,56.563961264486274,73.33793073910735,86.6079660566962
S1067,Male,74.27989878419666,54.46382229134913,58.48946273378857,93.7746653582362
S1068,Female,85.03532897892023,83.92992144854223,76.92576670250956,85.09200815391719
S1069,Female,78.61636025047635,64.38758558425731,89.38198508879952,86.12632058623775
S1070,Male,68.54880245394875,74.15804658076858,85.40972321793274,88.46361377558429
S1071,Female,78.61395605508415,69.4369530534498,85.72317987672936,78.65334751726651
S1072,Male,90.38036566465969,75.72448992667746,87.88904577444974,93.51257329064802
S1073,Female,74.64173960890048,70.92186269272307,78.7092607276915,86.01164398211401
S1074,Male,90.64643655814007,54.604093309737166,79.57852565924476,93.15928449544555
S1075,Male,48.80254895910255,81.95520183336568,73.0587848365252,81.33483502238005
S1076,Female,83.21902504375224,64.07492100206424,75.4714171517836,94.09030961278913
S1077,Female,75.87047068238171,51.321017216082986,82.92616919816913,88.87577747017392
S1078,Female,72.00992649534132,64.86261806840905,87.63107549735054,87.7652004292618
S1079,Female,75.91760776535503,88.00911748761173,76.884429794552,86.17012227176573
S1080,Male,55.124310853991076,80.20266090536191,74.3984858811887,83.75735690962776
S1081,Male,72.80328112162488,65.81617438710569,78.00422367085278,91.00265829236936
S1082,Male,78.57112571511746,65.80890754817885,82.80965399143292,85.70179934924023
S1083,Female,89.77894044741517,66.14037938539141,66.44916147093167,75.16465148206424
S1084,Male,69.81729781726352,94.92097580273008,59.630552374902095,79.414067691465
S1085,Female,66.91506397106812,74.58322542677864,73.59570520406733,84.07077123903626
S1086,Female,69.98242956415463,75.16049976629283,68.23430059268674,86.54999491582778
S1087,Male,84.15402117702074,82.3634014483821,73.93487841882151,84.71705755550052
S1088,Female,78.28751109659684,72.86546990831816,76.81775744946023,91.09485394896832
S1089,Male,69.70239796232961,66.89149425015157,74.3740127278159,75.24449067980687
S1090,Female,80.13267433113356,67.64380181098026,89.61974027576596,85.7179396825258
S1091,Male,75.9707754934804,69.14078488703123,80.61395811681857,75.91010387306423
S1092,Female,84.68644990532889,69.5533331618819,80.40379487688662,88.79856147742085
S1093,Male,67.97946906122648,78.73155452364375,82.97765715234722,84.52770642778998
S1094,Male,71.72337853402232,70.6233506296876,68.88933505775384,87.0980498601206
S1095,Female,71.07891846867842,78.79168092658695,86.31289429936214,80.68058519705117
S1096,Female,60.364850518678814,69.03140103869701,77.39388570771632,91.39732465828875
S1097,Male,77.96120277064576,70.94362228379309,83.3638449379297,90.20862332029425
S1098,Female,77.6105527217989,46.02159178561471,69.42514213567875,87.91772151505944
S1099,Female,75.05113456642461,80.99593209642978,65.56992987187148,84.3524137656828
S1100,Female,72.65412866624852,74.15786171077592,84.54311726420023,87.89928642647565
S1101,Male,60.84629257949586,81.97612131831582,81.01127620878013,81.46553716006325
S1102,Male,70.79354677234642,35.24493546167573,70.78358756513991,89.27777829510356
S1103,Female,71.57285483473231,95.06049645736873,71.04269534980244,93.2474044716196
S1104,Female,66.9772273077838,68.32492446213791,87.00347827531816,90.35305279989593
S1105,Male,73.3871428833399,83.2981938008502,68.48470485706137,81.35198765096295
S1106,Female,79.04050856814538,57.52112887449363,91.14138362604771,86.80708658636551
S1107,Male,93.8618590121053,77.35328686075084,70.79503412281704,78.53429228120676
S1108,Female,76.74577812831839,57.35901324191613,83.10713540486707,87.86195155587838
S1109,Female,77.57550390722764,62.51477247165034,75.37105219400813,87.2530170643127
S1110,Female,74.25554084233833,92.96837624640143,82.82549944865875,75.65091830233918
S1111,Male,55.812287847009586,67.71181119083984,73.64708798308646,79.19108078043818
S1112,Male,74.73486124550783,72.60919447815668,76.69765675142165,83.58430551628116
S1113,Male,75.60230209941027,80.44081276826505,78.32735340316577,83.49570126429587
S1114,Male,99.63242112485287,75.94818265567126,69.98250035374822,78.95261532290597
S1115,Female,73.07639035218878,71.80502686172292,83.92659476336101,86.94489364676092
S1116,Female,78.01547342333612,74.3795320295947,73.89429146822732,86.25736804470256
S1117,Male,74.65288230294756,98.84098702285931,76.17120067727986,84.02865434010741
S1118,Female,63.31321962380468,69.30857443559698,70.0452050031319,81.22104249920818
S1119,Female,86.4282281451502,72.41318856057961,57.501330729637516,90.24353563208282
S1120,Male,82.51933032686775,82.60785275209135,76.47177789919864,93.27703556544148
S1121,Female,82.91031947043047,83.2663111954958,97.30092337290333,82.58219258076731
S1122,Female,65.9061254520526,84.24436366672457,84.27683430318419,81.9391654142259
S1123,Male,89.02794310936099,77.66476266435022,77.84591696212485,87.45603832705999
S1124,Female,60.98148937207719,56.283941047234194,75.89687336633386,83.20985310126507
S1125,Female,80.8685709380027,89.60117838761315,78.17972714249638,84.30301399668383
S1126,Female,96.90455625809979,56.243855283775744,82.37695292140168,88.69826575862336
S1127,Male,65.09463674869312,73.6316255828684,68.55349747752925,75.45321956246353
S1128,Male,69.33702270397228,60.948689799767706,86.91457355735098,91.59151162426335
S1129,Female,75.99651365087641,69.23033984088408,83.72305052352995,85.36340262164671
S1130,Female,69.965243458838,73.94514892364177,83.74548580566348,82.9425342771891
S1131,Female,59.493365689338674,73.85628658540328,81.50780591047781,84.55382922889275
S1132,Male,75.68562974806028,75.06304905082342,78.15693326155191,84.81214677510259
S1133,Male,64.37696286273895,89.36453522870377,83.38288988773456,76.34399348277537
S1134,Male,79.73592430635182,75.44241161816775,82.73451306993103,92.47469113726618
S1135,Female,65.80575765766197,67.07012037651222,75.1676743124718,85.2066281613531
S1136,Female,90.4993440501754,81.56904601946029,73.4111858168248,87.21501065223687
S1137,Female,67.16746707663764,84.2736458670957,78.8148503620959,89.75774885287021
S1138,Female,71.77938483794324,55.26870621835609,90.3921612119615,79.8941877121985
S1139,Female,83.1351721736967,77.1688008381983,68.08714339476879,87.36735949517615
S1140,Male,62.69135683566045,78.41407290773078,66.25979787398047,83.66179454550603
S1141,Female,77.2745993460413,66.4292379596801,79.31808672989213,89.23385387608246
S1142,Female,88.07142754282428,86.50848175973942,78.40710161484814,74.36386289824253
S1143,Female,58.92516765438772,68.19933295560968,79.38673331496327,84.50452849879366
S1144,Male,76.84633858532304,71.5069174416585,79.951625583268,81.9858967210802
S1145,Female,77.59882794248423,67.92313810859356,76.21438196292156,87.16131475317077
S1146,Male,82.81822871777311,70.1869485709776,89.91890750881666,87.35022093684101
S1147,Male,62.63049289121918,56.84469895725758,65.19276817218787,81.46187052588986
S1148,Male,61.795433869157236,52.719389408868466,71.37202380175803,81.43913067911978
S1149,Male,80.21941565616898,89.13406075869966,77.17396191880762,84.44667315721335
S1150,Male,77.96984673233186,59.836463820180064,64.85448951076665,80.51678886342395
S1151,Female,77.50492850345877,58.10329180652431,76.59316476454343,89.20991847726063
S1152,Female,78.46448209496975,44.15931863675542,91.29176132582414,83.15396399776277
S1153,Male,68.1997527842151,62.332459027725974,78.16709190636769,70.46505890339179
S1154,Male,77.32253697161003,54.12292247911002,79.84560724574946,83.12588971689097
S1155,Male,77.93072473298682,89.70418192163643,67.91868187861935,79.80728089578014
S1156,Female,67.85648581973632,82.11780507211161,73.06910873568418,76.84362092269527
S1157,Female,93.65774511144757,61.742195857867316,74.9984289574085,78.81286680888714
S1158,Male,79.73832920911788,97.0292296641317,75.45827922595012,85.54704235916485
S1159,Female,63.08696502797351,81.78118584389912,88.25315036003015,91.64320414124116
S1160,Female,81.5655360863383,66.10202339789653,82.461528485801,86.5659223693249
S1161,Male,65.25318329772679,40.00713142151712,69.10833634450374,81.9674830589213
S1162,Male,82.87084603742451,97.4913108710889,79.97203822745604,87.27952097585352
S1163,Female,86.58595579007404,53.32513039883685,81.98577398797428,82.70454844890504
S1164,Female,66.7931768164829,50.2552150365173,87.12119230817014,81.52699815418427
S1165,Female,84.63376129244321,82.27084518411569,90.64432549254698,79.22818665883509
S1166,Male,79.12780926936499,99.27702887607127,69.87924646537705,76.24085596624141
S1167,Male,83.2206015999449,86.61127382212622,71.51313991031729,83.05038146720277
S1168,Male,93.96792982653947,76.76690944062831,67.93937712868308,85.79026744960066
S1169,Female,72.5461188399713,77.13705209998344,76.12784112714415,84.51688164992555
S1170,Female,67.4626383564251,80.2409867053637,81.73086699557068,82.92016536026321
S1171,Male,66.10485570374476,79.10714307744118,85.89867613271281,80.2712696965161
S1172,Female,66.84189715034562,73.37429708763251,77.39239181085982,88.04123095842485
S1173,Male,74.22898290585896,71.25041324742251,75.44121981396125,78.41434040026708
S1174,Female,78.41151974816644,69.24888246520572,79.21406393798992,88.88013956921738
S1175,Male,77.7669079933002,60.952424933599886,71.31885678695981,79.98891490536637
S1176,Female,83.27183249036024,66.63189907759872,94.71630977355818,81.23782381323483
S1177,Female,75.13001891877907,49.684518229655374,65.13871178305553,77.66607404692161
S1178,Male,89.53534077157317,68.81992447846301,79.47792463116579,82.49298926557182
S1179,Male,72.35343166762044,58.13690671418899,94.18884975383712,89.87656229238989
S1180,Male,102.20169166589619,56.75692819341075,78.05439875647998,87.57814044221978
S1181,Male,81.25667347765007,72.15872981384175,76.47968771998805,89.89211056014018
S1182,Male,66.42842443583717,86.70402743613519,75.14043661751658,87.61071272966969
S1183,Female,64.29107501938887,81.01979927202775,76.55686654590073,79.48165085734816
S1184,Male,79.82472415243186,51.15399275652187,88.98278779741224,83.34605387836221
S1185,Male,72.7653721467415,58.12446236115595,60.305104709363945,81.09900435441268
S1186,Male,82.14000494092092,81.2892542558586,90.2674696103706,91.6528745201952
S1187,Male,79.73237624573545,58.210151277540284,66.60834278039884,79.01605676786845
S1188,Male,74.27171087343127,67.30440220003571,75.86678136612468,89.46848844694556
S1189,Female,66.53206281931595,76.60062518829463,74.5660446376107,89.46476935054385
S1190,Male,59.851527753141355,58.379866541636375,82.70842615816576,94.14810100858044
S1191,Male,70.53485047932979,71.26450607375152,65.21500518493002,82.95156703685251
S1192,Male,83.56398794323472,53.991694060981544,81.69738132865554,88.56161079790081
S1193,Female,77.14093744130204,62.78358827258543,94.19447698629482,96.40825918269421
S1194,Female,62.542612212880115,73.83738320971044,67.09460796325752,81.91179161533152
S1195,Male,76.73180925851182,50.884075197619964,79.51764934088317,77.3247987623382
S1196,Male,78.85317379728836,75.28569685552479,72.70414257762712,75.59994983046118
S1197,Female,66.16142563798867,69.76434641287983,81.40709764954428,88.56356014430666
S1198,Female,76.53725105945527,76.62987945300577,78.15318221932601,75.58424895970708
S1199,Female,75.58208718446,72.68696960877594,72.86810472764552,83.13840473531039
S1200,Male,63.57029702169377,86.36968515968613,81.90297827896859,87.1865659351948
S1201,Male,78.57787360348283,71.5026940317749,92.43478487829394,85.92587768414957
S1202,Female,80.60784526368235,64.84713350649696,76.4727696661816,87.12722432092086
S1203,Male,85.83051243175277,71.4675700363874,83.75806353718545,86.11144927900428
S1204,Female,85.53802052034902,76.51957634843666,67.65381633703069,91.39432906656697
S1205,Female,61.22330632042909,70.58632084390845,70.34850898545594,80.23841809630602
S1206,Female,65.62174960084877,70.48710029444659,81.77925022304302,81.61502430770734
S1207,Male,80.1503526720866,61.57609974631893,89.87292822828772,81.13670277364588
S1208,Female,80.1378595091221,62.04518898938862,80.84490679028528,89.15095905931305
S1209,Female,80.15047686306048,53.16873673840368,75.49553575581477,89.50199294197532
S1210,Male,113.52731490654722,90.99492091824328,77.99433124338684,87.25612659659254
S1211,Female,80.70890510693167,55.07364117530458,67.99673812824226,90.91746833444964
S1212,Male,86.35565640180599,61.68513762644911,82.83612261084293,79.10979566311809
S1213,Female,84.54001763493203,61.37911281316963,85.05866449858728,93.33612055775569
S1214,Male,81.51391251305797,80.7390925233333,74.38327733733536,92.61619310856129
S1215,Female,71.84730755359655,66.46060386049567,74.23966281792399,88.67810998622873
S1216,Female,82.58969220493267,84.97290487208481,80.1270258372164,93.9089945438553
S1217,Female,67.27174785462428,61.91811250907358,74.50624211167523,76.71688396161113
S1218,Female,72.63181393259991,73.34792994668562,77.47093908299343,82.37775931868674
S1219,Female,70.14636452170896,59.97583536088291,94.79777431333213,81.32348269659023
S1220,Male,75.81874139386322,95.74178953328067,76.02379439403202,88.60739661878672
S1221,Male,98.14658566673509,55.748818971645846,75.13327878383022,79.74929630198928
S1222,Female,56.32734807408252,73.71784852272432,72.81966555491873,88.78747574668743
S1223,Female,81.86260190374513,77.60532257118518,83.9535357719995,91.85268071998357
S1224,Female,58.87284128810349,74.96558916941798,76.55020661425517,88.47601450041999
S1225,Male,70.28068134210567,67.7765480934675,72.80501569342859,86.4187551183075
S1226,Male,85.88950596967366,68.44215160319888,88.5704322581841,80.06063329549626
S1227,Female,75.64280019095463,70.52573766374931,89.3568240361091,80.76574516937318
S1228,Male,64.22255222070694,68.23597598045814,73.19661147409036,91.24809452648333
S1229,Female,67.84696290740033,81.56654940153892,63.06768038911507,88.89674501952666
S1230,Female,81.79597748934675,96.52627601909622,86.06010951869538,84.80490240311228
S1231,Female,67.69633368282864,63.310098579906,72.52296139391997,82.91045227117054
S1232,Male,77.16458589581976,53.562364245051064,84.32500479330216,74.87096063444312
S1233,Female,75.45571839903813,68.94061541978495,62.23916945830531,79.6457379065778
S1234,Female,68.48399652394183,100.95651205185183,85.14077870639447,94.55709543569861
S1235,Female,96.43944089325325,60.35590518436323,68.31062456575376,78.59772214498767
S1236,Male,81.33919022318011,89.6694016653288,83.8461129525322,85.94739910610541
S1237,Male,54.74857413342393,90.13240976891728,78.11418454269148,90.037219865976
S1238,Male,76.86454314769428,63.35694109950406,70.36848464482684,78.72538665998854
S1239,Female,68.38213535231613,76.8277969502233,74.74370949658575,85.92355237390542
S1240,Male,83.52433334796224,89.54075947754245,83.4905476556536,89.68957768755328
S1241,Female,67.07479261567299,65.45046710815015,78.84715562492187,85.06249660953625
S1242,Male,73.85263558533102,67.55703567877165,82.67530384377987,99.34201527833385
S1243,Female,80.04987278980457,63.01982903261627,93.81152467612388,76.65700370560903
S1244,Male,83.65755194170121,57.822919231685596,65.4860671063116,90.2936426494194
S1245,Female,62.997035929442234,62.20866945920791,90.937700599749,84.13599131301768
S1246,Male,71.65498764159051,55.31271679885292,78.8348475001857,88.85960077418338
S1247,Male,70.25054688839043,70.40900161911071,70.80972761341498,87.20653575849623
S1248,Male,68.46670767426288,60.7603212272963,67.35749099408808,81.33421901445001
S1249,Female,92.65454240281096,72.80543094148898,76.48703687378374,86.1449819622967
S1250,Male,79.04981710960955,51.329252245556475,85.37320089539567,75.71049274300856
S1251,Male,62.391160456649544,73.97056278657348,76.97960703697973,88.01623750285697
S1252,Male,84.17861947054776,80.0023475393071,90.08923944197878,86.49079232995263
S1253,Male,96.22156197012633,46.075172289142536,66.39059447958753,88.19330084321551
S1254,Female,85.32465260551147,74.48867883817087,77.90328841723156,90.29059162543575
S1255,Male,59.80630034045987,84.7320279096795,67.98085244469505,86.83809920104855
S1256,Female,70.15765927133748,55.48430777570553,80.90905506099975,85.74044709899138
S1257,Female,87.66911149186623,90.07086864205243,85.0950991207784,80.59465831669354
S1258,Female,67.92330534381219,75.02822811239254,74.63390565055157,81.43889618175474
S1259,Female,79.43819428146229,61.539857730899094,57.166289146982926,90.93367310088665
S1260,Male,82.74634053429337,69.33077106810752,79.59158517437196,92.18167702852989
S1261,Female,65.73069528421917,76.69992295026067,81.49390841386807,83.80944781843974
S1262,Female,74.404746439382,70.91206469694893,81.23435803969357,85.23001373626637
S1263,Female,42.58732659930927,76.46507190935642,87.88625753457723,80.47692812503116
S1264,Female,64.7561235866571,58.9519168830476,69.43157056280761,90.86378422633723
S1265,Male,72.4743184860684,72.03232988843294,83.4417288436036,88.3270841184589
S1266,Male,62.52216818035151,53.03542603714024,87.5400600998238,94.70608718231874
S1267,Female,91.32411303931636,68.6652872638156,63.771299327947865,80.60838461410131
S1268,Female,60.69858622039367,59.153108302422524,80.55721460735182,83.10996050490891
S1269,Female,70.59955513303017,61.1736406889228,73.96656135193862,86.15722961262786
S1270,Male,76.30740577286092,84.83311810252525,77.34781861518684,88.23244768862885
S1271,Male,89.41273289066116,83.09572144713123,80.78141186830669,83.92166181226183
S1272,Male,60.6413784882056,77.30965745088612,74.10217148709158,80.6351945477315
S1273,Male,86.63163752154959,56.89224682392906,72.5943353667071,89.40703764461786
S1274,Male,75.10233061019586,66.20309860366238,78.2732193399042,88.6056768127279
S1275,Female,65.18491348952048,84.5571723997502,69.30203248909758,80.41862949718137
S1276,Male,79.6210347426327,71.70060296367886,69.31339896891852,91.77721400552748
S1277,Male,76.9905969557347,97.83195447978034,83.43498626365202,90.85099354598302
S1278,Female,68.99783122841205,74.71981407273246,68.80964771873076,85.67148248623896
S1279,Male,75.69802084990019,72.30458939788038,83.3305000072737,85.39798931188018
S1280,Male,71.14686403138239,66.29060242956999,81.7007303428316,87.77028885557954
S1281,Male,76.13517345251248,71.6024908573874,64.19354616967523,80.69148464871871
S1282,Female,81.62130674521046,68.17036196343348,72.57948278131477,85.15015739582041
S1283,Male,90.86016816145352,78.49730412026308,87.55287522437898,74.2380822769541
S1284,Female,62.62184501173151,81.480427801535,70.15067575088254,89.38227822751467
S1285,Female,96.33033374656267,60.568126473904606,74.28476590152489,77.1925338877907
S1286,Male,55.47912200477498,54.025204557306665,81.69648714601517,92.517099142145
S1287,Male,73.48214904964416,47.96553552276044,84.26712407426076,83.34939953016774
S1288,Male,80.88317206484577,76.09589592295052,75.98768891164403,83.94166509034412
S1289,Male,77.80991867735032,56.759600725913515,73.21991844246686,81.86133046957747
S1290,Female,68.77300480179406,44.165312884570206,89.37895889358806,83.55980563038962
S1291,Male,72.91877749642725,74.66294325437157,91.91119731038063,92.09265672574018
S1292,Female,70.06999065341168,99.91599420919349,85.83086440625436,72.5609567173246
S1293,Female,69.10635243055789,69.92714906152128,78.68254514052019,91.38482693044094
S1294,Female,83.49602097021025,80.06188929341971,71.53387422687258,86.69011740550854
S1295,Female,78.57015485965047,70.98195230257078,71.35644474754747,78.96489176071393
S1296,Female,68.07090404739346,68.81332416170629,82.18011284212606,79.6234380347538
S1297,Male,83.9959987543325,81.02891779585322,81.34718576710947,93.38196513604102
S1298,Female,78.07299520876609,66.51670546973618,89.21278874357144,80.27246560028634
S1299,Female,83.1286211883896,73.20870776886284,83.20360074028912,79.2332474470202
S1300,Male,81.29628841923612,73.86037367435216,65.97535758592146,90.68657271182364
S1301,Male,66.71004989077927,61.98291455628342,86.41558094178335,86.69276438142957
S1302,Female,69.3981895980303,81.90450819443828,70.0155149814847,80.31037211731801
S1303,Female,82.47293605123262,67.90048291965509,74.92822982438119,86.0831248770231
S1304,Male,81.10370265433465,60.93105808608586,80.00160165001355,79.87123658179861
S1305,Female,74.79098406035853,76.43811812284484,93.96533991827171,90.50410699211302
S1306,Male,76.17327383308782,59.21838421850755,102.87934844804289,90.30685482436567
S1307,Male,87.77664895788425,70.33817388842954,82.85378447308946,87.66003099410972
S1308,Female,69.0842861116417,69.89057204026956,76.5344270502369,86.80830530623508
S1309,Male,80.47097381170038,83.03074678997893,82.2760451878444,93.80594062433687
S1310,Female,72.97807347566106,75.69637879455944,85.10124340699069,84.99843163694112
S1311,Female,72.82318796772779,69.69967649505827,75.43465899554246,79.09062937289599
S1312,Female,85.9877685198719,79.81319559040344,92.36169084729858,87.24736956416153
S1313,Male,83.2541634898803,86.68249058820776,79.84056607353122,95.43023524768557
S1314,Female,83.13509636000639,76.69372367622235,81.98194471273115,79.92620253407074
S1315,Male,88.05478807154329,70.12423143812056,83.32739401643569,83.19268616653007
S1316,Female,75.21003841632759,54.25796521179809,81.37269288491565,87.08223019050726
S1317,Female,81.81952971294965,57.21863604309553,84.71152400375689,84.73047575497131
S1318,Male,71.89733243406543,66.33730354774399,73.06197450762461,80.08848209811343
S1319,Female,78.24166352488442,62.685853574088604,73.53358596843175,90.60928928115236
S1320,Female,73.69856945632316,67.75634436417465,69.19876613622644,96.6002036100863
S1321,Male,75.96995964992718,70.67979909876529,81.51600984496181,85.98065729511954
S1322,Male,80.95157025436913,76.35631305228077,84.23149202809691,80.47965855132
S1323,Male,66.81779316766527,69.15401466329091,81.66218292921509,77.25519737473263
S1324,Female,95.9238727568546,75.83801972591442,91.3959394667803,86.28987990610591
S1325,Male,64.93982618500299,70.77369297772144,77.95523184936762,90.5193867165813
S1326,Male,62.85811387212268,46.294401203753544,83.3499332447401,87.37583873247691
S1327,Female,86.58110873500068,58.72797527417495,69.26639299088549,84.98798079540573
S1328,Male,82.91662693962935,68.27094933134062,74.90320238020479,82.05364174105347
S1329,Female,81.24119817052156,55.48366308590671,83.56430206052622,79.53918183640955
S1330,Female,81.2834550926428,77.19914475995445,84.79281688594516,89.17375663162441
S1331,Male,74.87753227153085,88.36900998812436,75.64826441868654,89.56885810692793
S1332,Female,66.02745628514168,84.62514222036779,77.42720598513546,77.27135106654633
S1333,Male,75.75804558193727,67.4386855488375,65.85701002655352,92.94919489090341
S1334,Male,68.22838288487888,87.88871364219942,75.14376639354712,87.87035610447
S1335,Male,84.7511973341775,71.78400948642533,85.12306530815829,91.99797322572897
S1336,Male,73.52942618497862,65.95496834658353,82.60164012885252,78.28936125757443
S1337,Female,66.74502803207488,62.639168037508725,82.00532577104968,78.1708792229228
S1338,Female,71.78614158347007,66.37036376214246,78.39818949744767,84.25515345116352
S1339,Male,79.12931454275625,65.34187817750525,78.05650526902541,87.51392213447598
S1340,Male,69.36275447196026,72.04499466850585,72.71743088421242,93.98180411463481
S1341,Female,66.77779604433569,71.92688777259838,83.59062736162028,88.53039456907565
S1342,Male,77.43687211491913,70.03655224184098,81.36778355511512,83.78659361593984
S1343,Female,77.44966571108722,75.24325803695619,81.9361507839424,79.86815396167054
S1344,Male,69.9305682462887,84.28775529743609,73.79172125865935,91.15000286359574
S1345,Female,70.28961694381677,81.39464962529588,60.773256641030045,80.17647287124643
S1346,Female,77.32049937357637,52.18122437860116,86.77722169402956,93.14234277386161
S1347,Female,60.51915658502676,39.352946381176544,74.16930035193276,83.57807675196746
S1348,Male,60.92536225623445,81.21183893487128,71.09779388765503,92.95291036308925
S1349,Male,67.81555778747564,53.59745561901495,83.54783129531195,88.3946564502964
S1350,Male,72.86552848288153,67.3028151772878,74.86389888064696,84.31502255278771
S1351,Male,78.10907565598005,55.95864368728769,86.47949107237298,82.40301814086936
S1352,Male,89.75356216949552,48.37623474903977,82.93604759661358,83.2954606132696
S1353,Female,83.5765962320202,76.49755273845746,83.46855458560383,87.1415834618762
S1354,Female,73.40061470036574,79.10986192363177,67.07235431039572,85.38578248108858
S1355,Female,74.80983792097311,63.081875191279366,87.6955518830912,82.03094295965647
S1356,Female,64.97470635362191,38.90749249426108,80.09000424987084,84.17184294841184
S1357,Female,74.8148686400761,63.44506662097021,75.04578288603038,85.39288514859575
S1358,Female,72.11341361079862,74.70164806483056,79.14710773873801,74.35632952792594
